fc_company_name,fc_logo_url,fc_website,fc_approx_employees,fc_founded,fc_overview,fc_address_line1,fc_address_line2,fc_address_locality,fc_address_region_name,fc_address_postal_code,fc_address_country_name,fc_company_description,final_grade,unnatural_link,spam_score,trust_metrics,link_popularity,rank,industry_ranking,inc_ranking,Industry,revenue
Social123,https://d2ojpxxtu63wzl.cloudfront.net/static/291b6a1d859c752bfe4dbc45f2145e92_9822d08adc89c857dc8afaf037e123c3e72bc9f0e785f1db9a1eed9839235714,http://social123.com,30,2010,Marketing,,,,,,,"Social123 is a social sourced data solution that offers the largest and most accurate B2B contact database available. We identify all of the missing or inaccurate records in your database and enrich it with more than 35 fields of social data like industry, title, company, skills, group affiliations and more.",D,F,F,D,D,285,35,194,Software,2.4
RPM Freight Systems,https://d2ojpxxtu63wzl.cloudfront.net/static/164a728253b4a7dd8787079676ca7f75_e295e1c97f803b173f8555ad8028a9a2381f8ea10b819326516c34a972245fdc,http://rpmfreightsystems.com,51-200 employees,2012,"Chili, Denver, Detroit, Hawaii, Michigan, Social Networks, Telecommunications, VoIP, Web Development",,,,,,,"RPM is a leading 3rd Party Transportation Provider & Supply Chain Solutions enterprise, and one of the fastest growing companies in America as honored in 2015 (#195) and 2014 (#274) by Inc. Magazine on their illustrious annual Inc. 500/5000 List.",D,B,A,F,F,266,6,195,Logistics & Transportation,15.5
Fraud Posse,http://www.fraudposse.com/images/FraudPosseLogo.png,http://fraudposse.com,1-10 employees,2004,auto and home insurance,,,,,,,"We Speak Insurance® has grown to be the largest provider of consumer initiated auto and home insurance calls in both English and Spanish by providing the highest quality calls. Our relentless pursuit of higher call quality and fraud prevention led us to create the RingAudit™ call scoring and quality analysis platform to track calls in real-time. In addition, our patent pending Fraud Posse™ technology is the only proactive rules enforcement platform for calls",F,D,F,F,F,476,43,196,Software,2.5
"CTEMS, Inc",http://www.ctems-inc.com/images/LOGO.jpg,http://ctems-inc.com,0,2011,Engineering & Manufacturing Services,,,,,,,"CTEMS, inc Strives to Provide Most Desirable Engineering & Manufacturing Services to CM and OEM Clients. Our manufacturing plants and design activities move to LCR in South-East Asia. We focus on the production and design of the core systems requiring support activities of non-core products which are complex, hybrid but observe low volume high mix nature",F,B,D,F,F,473,7,197,Manufacturing,10
Healthcare it Leaders,https://d2ojpxxtu63wzl.cloudfront.net/static/92880fb877c2ebe96192de0cb94f8a6e_03683bf5353088736beae459442f9b11352994e9624dbabb89b3770f7384a25a,http://healthcareitleaders.com,150,2011,"HIPAA, Health, Health Care, Hospitals, Medicine",,,,,,,"Healthcare IT Leaders is a national leader in IT workforce solutions, connecting healthcare provider, payer and life sciences organizations with experienced technology talent for consulting and full-time hiring.",B,A,A,D,D,72,7,198,Health,41.7
Iotum,https://d2ojpxxtu63wzl.cloudfront.net/static/8e8ef5d97116fd3e1f732b764e117cdf_7e382bee84b5b032cd953a82baf47cb27f480656e10fd0d4575e94a169adcb57,http://iotum.com,30,2005,"Finance, Leadership, Management, Waterloo, Wine",,,,,,,"iotum first emerged into the telecommunications world in 2005 with Calliflower’s simple conference call Facebook app. Since its humble beginnings in 2005, Calliflower has bloomed into a fully-fledged conference call and web-meeting service. Although iotum’s capabilities have expanded, we still retain our small business mentality. Iotum stresses accountability, adaptability, and customer care.",F,F,B,D,C,432,4,199,Telecommunications,5.4
Texas Precious Metals,https://d2ojpxxtu63wzl.cloudfront.net/static/d2cde8b4b0f1a09a20b720722e5dd2fb_a218684313d0348cd6e348ea06c0ba74c0b978cb122f31be12de913b58bddd88,http://kaspartt.com,34,2004,"American Gold Eagle Coin, Auctions, Bullion, Buy Gold Online, Canadian Gold Maple Leaf Coin, Copper, Finance, Gold Coins, Gold Krugerrand, Investing, Precious Metals, Silver Coins, Where to Buy Gold",,,,,,,"We started Healthcare IT Leaders in 2011 with a “customer first” philosophy that guides everything we do. Since that time, we’ve helped a lot of large healthcare employers meet their EMR, ERP, BI and QA talent challenges, and we’ve matched hundreds of highly qualified IT professionals to great jobs.",D,A,C,F,F,302,1,200,Metal Trade,180
X5 Solutions,https://media.licdn.com/media/p/1/000/236/0f8/1d627ff.png,http://x5.net,11-50 employees,2001,"Automatic Ip Rotation, Data Retrieval, Data Triangulation, IP Rotation, Ip Address Rotation Services, Ip Rotate, Ip Rotating, Ip Rotation Software, Rotate Ip, Rotating Ip",,,,,,,"Found on a rock solid technical base, our goal is to continuously innovate and create new services while offering seamless integration of our work in client internet endeavors with minimal effort on their part. We are an indispensable part of many peoples' lives. Armed with this knowledge, backed by our 100% uptime guarantee, secure datacenter infrastructure, extremely fast servers and access times, round robin DNS distribution over geographically different networks and nameservers, we have proven we have deserved the trust of many who rely on us for their daily operations",D,F,C,D,D,301,14,201,IT Services,2.2
ProjectSpan Services,https://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAATuAAAAJGVkOTRiZmVlLWIwMTMtNGUzOC1iN2RkLWUxMWFmMzg0NjYzYQ.png,http://projectspan.com,30,2003,"Attainment, Construction Management, DBE, Infrastructure, MBE, Material, Procurement, Project Management, Quality Management, Safety Management, Services, WBE",,,,,,,"ProjectSpan Services specializes in the design, implementation, construction and management of infrastructure projects throughout the United States.  Our staff combined has over 250 years of experience related to infrastructure projects from small to mega projects and everything in between.  From transit systems to airports, DOT’s, bridges and tunnels,water treatment and power plants, ProjectSpan Services has the depth of experience and diverse talent to provide construction and project services to meet many of our clients needs",F,A,F,F,F,488,26,202,Government Services,28.6
Runa,https://d2ojpxxtu63wzl.cloudfront.net/static/9a02ba0ddbbcd0c03700b2aa09d5b990_c5f2f70ab9db25de0cdd87c7907405732d934e9c812e51018ad365b2a7bc69ad,http://runa.org,30,2008,"Agriculture, Caffeine, Fair Trade, Food and Beverages, Management, Peru, Philanthropy",,,,,,,"Runa is a Brooklyn-based social enterprise that brews beverages from guayusa tea (pronounced “gwhy-you-sa”)  and improves the livelihoods of Amazonian farming families through its supply chain. When brewed, guayusa has as much caffeine as a cup of coffee, double the antioxidants of leading green tea products, and a smooth, clean taste.",B,A,A,C,C,108,7,203,Food & Beverage,4.5
Local Counsel Collective,https://d2ojpxxtu63wzl.cloudfront.net/static/bee87d142e527637ee662c5caec795a4_4de89d9c60700b4f3111a9ec09f26db3ab0308d6ba89d02bf86ab02d9e6e746a,http://localcounselcollective.com,2500,2010,Legal,,,,,,,"Local Counsel Collective was created and developed by high volume collection attorneys who saw that law firms and agencies, which practice primarily in creditor's rights, needed to efficiently schedule and retain high quality attorneys to attend short procedural hearings in many jurisdictions. Travel to these hearings by the attorney of record can be costly in terms of travel expenses, lost time, and productivity.Even the staff time needed to call local attorneys, check schedules, fax information and wait on returned calls consumes valuable company resources.",D,A,A,D,F,234,17,204,Business Products & Services,2.4
RxWiki,https://d2ojpxxtu63wzl.cloudfront.net/static/f79d87763e250b00abdccabf83618021_975e38ad70b2e79b471259c9d48582321aa0251228127ce74595c3f7e12db878,http://rxwiki.com,30,2010,"Amphetamines, Attention Deficit Disorder, Birth Control, Centers for Disease Control and Prevention, Depressants, Depression, Health and Wellness, Hospitals, Journalism, Management, Medication News, News, Pharmaceuticals, Pharmacies, Pharmacology, Pharmacy, Rxwiki, rxwiki.com",,,,,,,"RxWiki is where medication knowledge is combined with digital solutions and pharmacy partners to help shape Rx adherence. For many patients, better health starts with finding trusted information, from a pharmacist they know.",A,F,B,A,C,32,3,205,Health,2.3
Anchor MG Management Consultants Inc,http://www.anchorconsultants.com/images/logotype/logotype_file/anchorlogo_new.png,http://anchorconsultants.com,11-50 employees,2014,"global management consulting, technology services and outsourcing company.",,,,,,,"providing solutions and support to major investment banks, hedge funds and other financial institutions.  We provide knowledge, expertise and experience to deliver innovative, efficient and cost effective solutions for your business. Our resources serve as an anchor in the ever changing and turbulent economic environment.",F,A,B,F,F,468,38,206,Business Products & Services,35.6
Potomac Healthcare Solutions,https://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAbNAAAAJDViYjRmMDZiLTllNzctNDg3Yi04YTFkLWRjZjdkMTVmMDc4Ng.png,http://potomachealthcare.com,150,1998,"Agent, Billing, Doctor, Gov't, Government, Healthcare, Job, Medical, Nurse, Services, Source, Sourcing, Talent, Veteran",,,,,,,"Potomac Healthcare is an award-winning health services contractor with a solid reputation for dependable service, and for our robust management and recruitment capabilities. Our experience covers a full range of healthcare settings and services from simple staffing support of healthcare facilities to full turnkey solutions. Since 1990, our proven executives have been helping America's leading public and private sector organizations solve their healthcare problems through the use of state of the art technology and sound management expertise.",D,B,A,F,F,298,38,207,Health,9.6
Ronnie Coleman Signature Series,https://d2ojpxxtu63wzl.cloudfront.net/static/ddabc2e37cc08a2ceb0be70e8a33a5b2_98c6370fca0eaf7899ab487991af614d9e799afea7be25a7a61d7be09424238f,http://ronniecoleman.net,30,2011,"Bodybuilding, Celebrities, Dieting, Ketogenic Diet, Self-Improvement, Strength Sports, Taiwan",,,,,,,Ronnie Coleman Signature Series® is owned and operated by 8 time Mr. Olympia champion Ronnie Coleman. We are not an extension of nor are we leveraged by an already established brand or manufacturer.  Our team is comprised of industry veterans who embrace the health and fitness lifestyle on a daily basis allowing us to better understand our customer’s needs. ,B,A,C,D,C,85,10,208,Health,10.4
"Leads OnDemand, Inc.",http://leadsondemandinc.com/images/itbr_logo.png,http://leadsondemandinc.com,30,2011,"Jump Start Program, Open Territory, Territory CPR, Target Account “Deep Dive, Adaptive Messaging, Executive Door Opener, Audience Acquisition PlugNPlay, Channel Campaign Clone, Small Business “Foot in the Door”, Lead Filter, Classic Cold Call, Buy IT Leads Now",,,,,,,"Leads On Demand Marketing is a business-to-business teleservices firm focused on helping you increase sales and market share by providing a comprehensive suite of lead development, customer acquisition and customer development services.",F,A,C,F,F,359,44,209,Advertising & Marketing,3.4
NinthDecimal,https://d2ojpxxtu63wzl.cloudfront.net/static/629aaab171a4faa84b0b29f44bc5bb34_85821c9190fd79d898c99ea0c63104db6ac4908dce9981d385b6574e03927378,http://ninthdecimal.com,150,2003,"Audience Targeting, Big Data, Data Platform, Defined by Location, Jiwire, Monetize Mobile Apps, Ninthdecimal, Precise Audience Intelligence, Wi Fi Networks",,,,,,,"We bring together the most powerful audience data from both digital and real-world sources, and makes this data available to industry leaders across the mobile ecosystem – from agencies and brands, to programmatic ad buying platforms, to industry partners. By leveraging this data, we enable marketers to create their specific target audience, and reach this audience across multiple media channels. We also utilize a unique suite of measurement and insights tools to drive campaign success.",C,A,A,B,C,145,20,210,Advertising & Marketing,15.1
Ginnybakes,https://d2ojpxxtu63wzl.cloudfront.net/static/01e3f006ec0e294073cd1ca82174a450_b65f8fa15dca9e032c3e89c1d7336a4d65ba0bd9f29681c485fccd813cf0a905,http://ginnybakes.com,30,2010,"Ginny Simon, Ginnybakes, Gluten Free Blog, Gluten Free Cookies, Healthy Cookies, Healthy Snacks, Natural Health, Non Genetically Modified Organisms, Non-gmo Cookies, Organic Bake Mixes, Organic Recipes, Vegan Cookies",,,,,,,"ginnybakes was founded in 2010, by Ginny Simon, a Miami-based certified holistic nutritionist and self-professed health nut. Ginny, along with her husband, Steve support a nutritious, active lifestyle for their four sons and surround their family with balanced, fresh, home-cooked meals.  Out of belief that desserts and sweet treats should be no different, the dream of ginnybakes was born and the company’s family of high quality all organic and gluten-free baked goods and bake mixes are now being enjoyed by health nuts across the U.S. and in Canada.",C,F,A,F,C,197,13,211,Food & Beverage,2.1
Yext,https://d2ojpxxtu63wzl.cloudfront.net/static/6eaf4bb07f2b90cf01443754a31c72bb_c63e819dcebd450b76252d0b9cc587ccd52024509d8476e7afb4e36481b3f25c,http://yext.com,500,2006,"Antiques, Beading, Hubspot, Local, Local Businesses, Location Based Services, Management, Real Estate, Sales and Marketing",,,,,,,"Yext is the global location data management leader, and our mission is to help people go places.The award-winning Yext Location Management Platform enables companies of all sizes to manage location data across their websites, mobile apps, internal systems, and the industry's largest ecosystem of maps, apps, social networks, directories, and search engines including Google, Apple, Facebook, Bing, and Yahoo.Our products—PowerListings®, Pages, and Xone™—enable the world's 50 million businesses to drive face-to-face and digital interactions that boost brand awareness, drive foot traffic, and increase sales.",A,F,A,B,A,25,6,212,Software,57.7
